name,positions,company
น.ส. วนิดา มัชฉิมานนท์,"กรรมการอิสระ,รองประธานกรรมการตรวจสอบ",ever
นาง สุภัทรา เชื้อรอต,"กรรมการอิสระ,กรรมการตรวจสอบ",ever
นาย พีรศิลป์ ศุภผลศิริ,"ประธานคณะกรรมการบริษัท,กรรมการอิสระ",f&d
นาย เกษม ดีไมตรี,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",f&d
นาย หวยซิน ลี,กรรมการ,f&d
น.ส. ไวฮุย ลี,กรรมการ,f&d
นาย ชุน นำ วอง,กรรมการ,f&d
นาง จินตนา อัสดรนิธี,กรรมการ,f&d
นาย อุดม การุณกรสกุล,กรรมการ,f&d
นาย อดิเทพ นันทราทิพย์,กรรมการ,f&d
นาย สุเมธ เชยโอนะนันทน์,"กรรมการอิสระ,กรรมการตรวจสอบ",f&d
น.ส. ชวนา วิวัฒน์พนชาติ,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",f&d
นาย สรรเสริญ นิลรัตน์,"กรรมการอิสระ,กรรมการตรวจสอบ",f&d
พลเอก ดรัณ ยุทธวงษ์สุข,ประธานคณะกรรมการบริษัท,fancy
นาย วิบูลย์ โกศลธนวงศ์,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",fancy
นาย วิชัย ตันพัฒนรัตน์,รองประธานคณะกรรมการบริษัท,fancy
นาย ทวีทรัพย์ จิตต์โสภณ,"กรรมการผู้จัดการใหญ่,กรรมการ",fancy
พล.ต.ท. สมเดช ขาวขำ,กรรมการ,fancy
พล.อ. อุทัย ชินวัตร,กรรมการ,fancy
นาย ธรรมศักดิ์ พงศ์พิชญามาตย์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",fancy
นาย ไพจิตร บุณยานุเคราะห์,"กรรมการอิสระ,กรรมการตรวจสอบ",fancy
นาย อาวิน โซนี่,"กรรมการอิสระ,กรรมการตรวจสอบ",fancy
นาย บุญชัย โชควัฒนา,ประธานกรรมการ,fe
นาย วิชา ลดาลลิตสกุล,"ประธานกรรมการบริหาร,กรรมการผู้อำนวยการ,กรรมการ",fe
นาย วศิน เตยะธิติ,รองประธานกรรมการ,fe
นาง เกษแก้ว อิทธิกุล,"กรรมการผู้จัดการ,กรรมการ",fe
นาง ชัยลดา ตันติเวชกุล,กรรมการ,fe
นาง มาลี ลีลาศิริวงศ์,กรรมการ,fe
น.ส. วราภรณ์ กุลสวัสดิ์ภักดี,กรรมการ,fe
นาย ชัยลดล โชควัฒนา,กรรมการ,fe
นาง กิตยาภรณ์ ชัยถาวรเสถียร,กรรมการ,fe
นาย ขจรศักดิ์ วันรัตน์เศรษฐ,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",fe
นาย อมร อัศวานันท์,"กรรมการอิสระ,กรรมการตรวจสอบ",fe
นาย วิชิต ตันติอนุนานนท์,"กรรมการอิสระ,กรรมการตรวจสอบ",fe
นาง ฉัตรทอง ทิพยกะลิน,"กรรมการอิสระ,กรรมการตรวจสอบ",fe
นาง ปรียาจิต เจริญวงค์,กรรมการอิสระ,fe
ม.ล. อยุทธ์ ไชยันต์,"ประธานกรรมการ,กรรมการอิสระ,ประธานกรรมการตรวจสอบ",floyd
นาย ทศพร จิตตวีระ,"กรรมการผู้จัดการ,กรรมการ",floyd
นาย ประสิทธิ์ ทัศนสุกาญจน์,กรรมการ,floyd
นาย อภิรัช เมืองเกษม,กรรมการ,floyd
น.ส. ลักษมี เลิศศุภกุล,กรรมการ,floyd
น.ส. สุกัญญา ภัทรมาลัย,"กรรมการอิสระ,กรรมการตรวจสอบ",floyd
นาย บุญชู พัวประเสริฐ,"กรรมการอิสระ,กรรมการตรวจสอบ",floyd
นาย ชัย โสภณพนิช,ประธานกรรมการ,fmt
นาย จูนิชิ อิชิฮารา,"กรรมการผู้จัดการ,กรรมการ",fmt
นาย ฮิเดกิ ชิราอิชิ,กรรมการ,fmt
นาง ชนิดา อัษฎาธร,กรรมการ,fmt
นาย ทินกร อัษฎาธร,กรรมการ,fmt
นาย โนบูทากะ ทานิกูชิ,กรรมการ,fmt
นาย โยชิฮิโกะ เมซากิ,กรรมการ,fmt
นาย ชินโกะ นิชิจิมา,กรรมการ,fmt
นาย ฮิเดกิ ทาคายาสุ,กรรมการ,fmt
นาย วิบูลย์ อังสนันท์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",fmt
นาย ช.นันท์ เพ็ชญไพศิษฏ์,"กรรมการอิสระ,กรรมการตรวจสอบ",fmt
นาย อาคีรา ฟูจิตะ,"กรรมการอิสระ,กรรมการตรวจสอบ",fmt
นาย อิรูรุ ฮิดากะ,กรรมการอิสระ,fmt
นาย ปรีชา ส่งวัฒนา,ประธานกรรมการ,fn
นาย เบญจ์เยี่ยม ส่งวัฒนา,"ประธานกรรมการบริหาร,กรรมการ",fn
นาง เสาวนีย์ กมลบุตร,"รองประธานกรรมการคนที่ 1,กรรมการอิสระ,ประธานกรรมการตรวจสอบ",fn
นาย ธรรมศักดิ์ จิตติมาพร,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",fn
นาง ช่อทิพย์ ส่งวัฒนา วุฒิพงศ์,กรรมการ,fn
นาย โอมา ส่งวัฒนา,กรรมการ,fn
นาง ปรารถนา มงคลกุล,"กรรมการอิสระ,กรรมการตรวจสอบ",fn
นาย มนตรี มหาพฤกษ์พงศ์,กรรมการอิสระ,fn
นาย พงศ์สุข หิรัญพฤกษ์,กรรมการอิสระ,fn
น.ส. สมศรี รัชฎาภรณ์กุล,"กรรมการอิสระ,กรรมการตรวจสอบ",fn
นาย อัครรัตน์ ณ ระนอง,"ประธานกรรมการ,กรรมการอิสระ,กรรมการตรวจสอบ",fns
นาย วรสิทธิ์ โภคาชัยพัฒน์,"กรรมการผู้จัดการ,กรรมการ",fns
นาย เจมส์ มาร์แชล,กรรมการ,fns
นาย ชาญมนู สุมาวงศ์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",fns
นาย ณัฐวุฒิ เภาโบรมย์,"กรรมการอิสระ,กรรมการตรวจสอบ",fns
นาย สนิท วรปัญญา,"ประธานกรรมการ,กรรมการอิสระ",forth
นาย พงษ์ชัย อมตานนท์,"ประธานกรรมการบริหาร,กรรมการ",forth
นาย แกลิก อมตานนท์,กรรมการ,forth
นาง มาทินี วันดีภิรมย์,กรรมการ,forth
นาย บุญญา ตันติพานิชพันธ์,กรรมการ,forth
น.ส. นพรัตน์ ศิริพงศ์ปรีดา,กรรมการ,forth
น.ส. พิชามญชุ์ อมตานนท์,กรรมการ,forth
นาย สมบูรณ์ ม่วงกล่ำ,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",forth
นาง วิลาสินี พุทธิการันต์,"กรรมการอิสระ,กรรมการตรวจสอบ",forth
นาง พรทิพย์ เลิศทนงศักดิ์,"กรรมการอิสระ,กรรมการตรวจสอบ",forth
นาย สมพล ธนาดำรงศักดิ์,"ประธานกรรมการบริหาร,กรรมการผู้จัดการ,กรรมการ",fpi
นาง รวีวรรณ ม้าทอง,ประธานกรรมการ,fpi
นาย แสงเจริญ ธนาดำรงศักดิ์,รองประธานกรรมการ,fpi
นาย สมกิจ ธนาดำรงศักดิ์,กรรมการ,fpi
นาย ยรรยงค์ชัย ธนาดำรงศักดิ์,กรรมการ,fpi
นาง นุศรา ธนาดำรงศักดิ์,กรรมการ,fpi
นาย อนันต์ เกตุพิทยา,"กรรมการอิสระ,กรรมการตรวจสอบ",fpi
นาย ภูมิพัฒน์ สินาเจริญ,"กรรมการอิสระ,กรรมการตรวจสอบ",fpi
นาย สุธนัย ประเสริฐสรรพ์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",fpi
นาย อนันตชัย ยูรประถม,"กรรมการอิสระ,กรรมการตรวจสอบ",fpi
น.ส. ปาริฉัตร เหล่าธีระศิริวงศ์,"กรรมการอิสระ,กรรมการตรวจสอบ",fpi
นาย ชายน้อย เผื่อนโกสุม,"ประธานกรรมการ,กรรมการอิสระ,กรรมการตรวจสอบ",fpt
นาย ธนพล ศิริธนชัย,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",fpt
นาย ชาย วินิชบุตร,กรรมการ,fpt
นาย ปณต สิริวัฒนภักดี,กรรมการ,fpt
นาย โชติพัฒน์ พีชานนท์,กรรมการ,fpt
นาย ชาลี โสภณพนิช,กรรมการ,fpt
นาย สิทธิชัย ชัยเกรียงไกร,กรรมการ,fpt
นาย ธิติพันธุ์ เชื้อบุญชัย,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",fpt
นาย ชัชวาลย์ เจียรวนนท์,"กรรมการอิสระ,กรรมการตรวจสอบ",fpt
นาง บุษยา มาทแล็ง,กรรมการอิสระ,fpt
นาย พิชิต นิ่มกุล,ประธานกรรมการบริษัท,fsmart
นาย พงษ์ชัย อมตานนท์,"ประธานกรรมการบริหาร,กรรมการ",fsmart
นาย ณรงค์ศักดิ์ เลิศทรัพย์ทวี,"กรรมการผู้จัดการ,กรรมการ",fsmart
นาย ศิวพันธ์ รัตนวิโรจน์วงศ์,กรรมการ,fsmart
น.ส. ราศิณี เลิศไตรภิญโญ,กรรมการ,fsmart
นาย ดำรงค์ แก้วประสิทธิ์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",fsmart
นาย บุญชัย โสวรรณวณิชกุล,"กรรมการอิสระ,กรรมการตรวจสอบ",fsmart
พล.ต.ท. บริหาร เสี่ยงอารมณ์,กรรมการอิสระ,fsmart
พล.ร.อ. ไกรสร จันทร์สุวานิชย์,"กรรมการอิสระ,กรรมการตรวจสอบ",fsmart
นาย ชัชวาลย์ เจียรวนนท์,ประธานกรรมการ,fss
นาย ช่วงชัย นะวงศ์,"ประธานเจ้าหน้าที่บริหาร,กรรมการผู้อำนวยการ,กรรมการ",fss
นาย สมภพ กีระสุนทรพงษ์,"กรรมการผู้อำนวยการ,กรรมการ",fss
นาง พรพริ้ง สุขสันติสุวรรณ,กรรมการ,fss
นาย วรภัค ธันยาวงษ์,กรรมการ,fss
นาย เสกสรร ชุณห์เสรีชัย,กรรมการ,fss
พล.ต.อ. วิสนุ ปราสาททองโอสถ,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",fss
นาย ไพบูลย์ ศิริภาณุเสถียร,"กรรมการอิสระ,กรรมการตรวจสอบ",fss
นาย กิตติศักดิ์ เบญจฤทธิ์,"กรรมการอิสระ,กรรมการตรวจสอบ",fss
นาย พรศักดิ์ ลิ้มบุญยประเสริฐ,"ประธานกรรมการบริษัท,กรรมการอิสระ,ประธานกรรมการตรวจสอบ",fte
นาย ทักษิณ ตันติไพจิตร,"รองประธานกรรมการ,ประธานเจ้าหน้าที่บริหาร",fte
นาง ปัทมาพร ตันติไพจิตร,กรรมการ,fte
น.ส. เพ็ญ ยอดเกลี้ยง,กรรมการ,fte
น.ส. ณัฏฐิรา ชีวะสุทโธ,กรรมการ,fte
นาย ศิริชัย โตวิริยะเวช,"กรรมการอิสระ,กรรมการตรวจสอบ",fte
นาย วรพล โลพันธ์ศรี,"กรรมการอิสระ,กรรมการตรวจสอบ",fte
นาย วิจิตร เตชะเกษม,"ประธานกรรมการบริหาร,กรรมการผู้จัดการ,กรรมการ",fvc
นาย วิทิต สัจจพงษ์,"ประธานกรรมการบริษัท,กรรมการอิสระ",fvc
นาย มนตรี ประจันพาณิชย์,กรรมการ,fvc
นาย ธนพรรจน์ ตันติวัฒนวิจิตร,กรรมการ,fvc
น.ส. ปานจิต ฉิมพาลี,กรรมการ,fvc
นาย ธเนตร ขำเชิดชูไชย,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",fvc
นาย เกียรติพร ศิริชัยสกุล,"กรรมการอิสระ,กรรมการตรวจสอบ",fvc
นาย มานิต ธีระตันติกานนท์,กรรมการอิสระ,fvc
นาย ธีรณัฏฐ์ ตั้งสถาพรพงษ์,"กรรมการอิสระ,กรรมการตรวจสอบ",fvc
นาย โอฬาร คูหาเปรมกิจ,ประธานกรรมการ,gbx
นาย ธราภุช คูหาเปรมกิจ,"กรรมการผู้จัดการ,กรรมการ",gbx
นาย สุพร ธรรมมารักษ์,"กรรมการอิสระ,กรรมการตรวจสอบ",gbx
น.ส. วิไลลักษณ์ สกุลภักดี,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gbx
นาย วิระ มาวิจักขณ์,"ประธานกรรมการ,กรรมการอิสระ,กรรมการตรวจสอบ",gc
นาย สมชาย คุลีเมฆิน,"ประธานกรรมการบริหาร,รองประธานกรรมการ",gc
นางสาว พรพิมล ต่อไพบูลย์,ประธานเจ้าหน้าที่บริหาร,gc
นาย สำรวย ทิชาชล,กรรมการ,gc
นาย ปิยะ จริยเศรษฐพงศ์,กรรมการ,gc
นาง นิศาพร ศิริจันทนันท์,กรรมการ,gc
นาย สุชาติ ศุภพยัคฆ์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gc
นาย ชนิตร ชาญชัยณรงค์,"กรรมการอิสระ,กรรมการตรวจสอบ",gc
นาย บุญศักดิ์ เจียมปรีชา,"ประธานกรรมการบริษัท,กรรมการอิสระ",gcap
นาย ยงยุทธ ตะริโย,"ประธานกรรมการบริหาร,กรรมการ",gcap
นาย อนุวัตร โกศล,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",gcap
นาย ณัฐพล สารสาส,กรรมการ,gcap
นาย อาษา สารสาส,กรรมการ,gcap
นาย ปิตินันท์ ลีลาเมธวัฒน์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gcap
นาย เปรมสันต์ พิสิฐพันธุ์,"กรรมการอิสระ,กรรมการตรวจสอบ",gcap
นาย ชัยยงค์ สัจจิพานนท์,"กรรมการอิสระ,กรรมการตรวจสอบ",gcap
พล.ต.ท. พงษ์ศิริ สวนแก้ว,"กรรมการอิสระ,กรรมการตรวจสอบ",gcap
นาย บวรศักดิ์ อุวรรณโณ,"ประธานกรรมการ,กรรมการอิสระ",gel
นาย ธิติพงศ์ ตั้งพูนผลวิวัฒน์,"ประธานกรรมการบริหาร,ประธานเจ้าหน้าที่บริหาร,กรรมการ",gel
นาย โสภณ ผลประสิทธิ์,"รองประธานกรรมการ,กรรมการอิสระ",gel
นาง วิสัจจา คชเสนา,กรรมการ,gel
นาย วุฒิชัย เศรษฐบุตร,กรรมการ,gel
นาย วิรัช มรกตกาล,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gel
นาย วิชญะ เครืองาม,"กรรมการอิสระ,กรรมการตรวจสอบ",gel
นาง พรรณี จารุสมบัติ,"กรรมการอิสระ,กรรมการตรวจสอบ",gel
นาย อัศวิน วิภูศิริ,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",genco
นาย บุรินทร์ อมรพิชิต,"กรรมการผู้จัดการ,กรรมการ",genco
นาย สมยศ แสงสุวรรณ,กรรมการ,genco
นาย ทาวัน ทวีถาวรสวัสดิ์,กรรมการ,genco
นาย สหวัฒน์ โสภา,กรรมการ,genco
นาย อังคณี วรทรัพย์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",genco
พล.อ.ต. โฆษก ประคองทรัพย์,"กรรมการอิสระ,กรรมการตรวจสอบ",genco
น.ส. นวรัตน์ อโนมะศิริ,"กรรมการอิสระ,กรรมการตรวจสอบ",genco
น.ส. ชนิตร์นันทน์ กุลทนันท์,กรรมการอิสระ,genco
นาง บุปผา กวินวศิน,กรรมการอิสระ,genco
นาย ประสิทธิ์ ศิริมงคลเกษม,ประธานกรรมการบริษัท,gfpt
นาย อนันต์ ศิริมงคลเกษม,"ประธานกรรมการบริหาร,กรรมการ",gfpt
นาย วิรัช ศิริมงคลเกษม,"รองประธานกรรมการ,กรรมการผู้จัดการ",gfpt
นาง สมสิริ อิงโพธิ์ชัย,กรรมการ,gfpt
น.ส. วรรณี ศิริมงคลเกษม,กรรมการ,gfpt
นาย สุจิน ศิริมงคลเกษม,กรรมการ,gfpt
นาย สาธิต กรเณศ,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gfpt
นาย ปารเมศ เหตระกูล,"กรรมการอิสระ,กรรมการตรวจสอบ",gfpt
นาย ธนาธิป พิเชษฐวณิชย์โชค,"กรรมการอิสระ,กรรมการตรวจสอบ",gfpt
นาย คงกระพัน อินทรแจ้ง,ประธานกรรมการ,ggc
นาย ไพโรจน์ สมุทรธนานนท์,"กรรมการผู้จัดการ,กรรมการ",ggc
นาย วริทธิ์ นามวงษ์,กรรมการ,ggc
นาย ธนากร มนูญผล,กรรมการ,ggc
นาย กำชัย จงจักรพันธ์,"ประธานกรรมการอิสระ,ประธานกรรมการตรวจสอบ",ggc
นาง กรรณิการ์ งามโสภี,"กรรมการอิสระ,กรรมการตรวจสอบ",ggc
พล.อ.อ. ทรงธรรม โชคคณาพิทักษ์,กรรมการอิสระ,ggc
พล.ต.อ. สุชาติ ธีระสวัสดิ์,กรรมการอิสระ,ggc
นาย จรัญ วิวัฒน์เจษฎาวุฒิ,กรรมการอิสระ,ggc
นาย ธันวา เลาหศิริวงศ์,"กรรมการอิสระ,กรรมการตรวจสอบ",ggc
พลตรี ฐิตวัชร์ เสถียรทิพย์,กรรมการอิสระ,ggc
นาย เจษฎาวัฒน์ เพรียบจริยวัฒน์,"ประธานกรรมการ,กรรมการอิสระ",gift
นาย วิรัช สุวรรณนภาศรี,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",gift
นาย วิษณุ มีอยู่,กรรมการ,gift
นาง กาญจนา สุวรรณนภาศรี,กรรมการ,gift
นาย พีรพล สุวรรณนภาศรี,กรรมการ,gift
นาย กันต์ อรรฆย์วรวิทย์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gift
น.ส. ดลกณิศ เต็งอำนวย,"กรรมการอิสระ,กรรมการตรวจสอบ",gift
น.ส. สิรัสวดี สุทธิวรพันธ์ชัย,"กรรมการอิสระ,กรรมการตรวจสอบ",gift
นาย สตีเฟ่น คาร์ล สจ๊วต,"ประธานกรรมการ,กรรมการอิสระ,กรรมการตรวจสอบ",gjs
นาย บัณฑูรย์ จุ้ยเจริญ,"ประธานคณะบริหาร,ประธานเจ้าหน้าที่บริหาร,กรรมการ",gjs
นาย ยรรยง คุโรวาท,กรรมการ,gjs
นาย สมชัย ลีสวัสดิ์ตระกูล,กรรมการ,gjs
นาย อิจิโร่ ซาโต้,กรรมการ,gjs
นาย เคนอิจิ โฮชิ,กรรมการ,gjs
นาย โนบุโอะ โอโคจิ,กรรมการ,gjs
นาย นิพัทธ์ จิตรประสงค์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gjs
นาย ยิ่งศักดิ์ เจนรถา,"กรรมการอิสระ,กรรมการตรวจสอบ",gjs
นาย คานาเมะ ฮาชิโมโตะ,ประธานกรรมการ,gl
นาย ทัตซึยะ โคโนชิตะ,"ประธานกรรมการบริหาร,กรรมการ",gl
นาย ริกิ อิชิกามิ,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",gl
นาย ยูซุเกะ โคซุูมะ,กรรมการ,gl
นาย เฟรดเดอริก-อเล็กซองดวล พอล-ลอเร้นท์ โซลบานี,กรรมการ,gl
น.ส. กนกรัตน์ ดีมั่งมี,"กรรมการอิสระ,กรรมการตรวจสอบ",gl
นาย ธนพล คงเจี้ยง,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gl
นาย เจริญ เจริญอรรถวิทย์,"กรรมการอิสระ,กรรมการตรวจสอบ",gl
นาย กอบชัย จิราธิวัฒน์,ประธานกรรมการ,gland
น.ส. นภารัตน์ ศรีวรรณวิทย์,ประธานเจ้าหน้าที่บริหาร (รักษาการ),gland
นาย ประพันธ์พงศ์ เวชชาชีวะ,รองประธานกรรมการ,gland
นาย ปรีชา เอกคุณากูล,กรรมการ,gland
นาย ปัณฑิต มงคลกุล,กรรมการ,gland
น.ส. นพพร ติรวัฒนกุล,กรรมการ,gland
นาย สรรสฤษดิ์ เย็นบำรุง,กรรมการ,gland
นาย จรัล มงคลจันทร์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gland
นาง จิตรมณี สุวรรณพูล,"กรรมการอิสระ,กรรมการตรวจสอบ",gland
นาย วิทยา ชวนะนันท์,"กรรมการอิสระ,กรรมการตรวจสอบ",gland
นาย อภิสิทธิ์ รุจิเกียรติกำจร,ประธานกรรมการบริษัท,global
นาย วิทูร สุริยวนากุล,"ประธานกรรมการบริหาร,กรรมการ",global
นาย นิธิ ภัทรโชค,กรรมการ,global
นาย ปรเมศวร์ นิสากรเสน,กรรมการ,global
นาย บรรณ เกษมทรัพย์,กรรมการ,global
นาย เกรียงไกร สุริยวนากุล,กรรมการ,global
นาย วงศ์ศักดิ์ สวัสดิ์พาณิชย์,"กรรมการอิสระ,กรรมการตรวจสอบ",global
นาย ไพโรจน์ เจือประทุม,"กรรมการอิสระ,ประธานคณะกรรมการตรวจสอบ",global
นาย บุญชัย พิทักษ์ดำรงกิจ,"กรรมการอิสระ,กรรมการตรวจสอบ",global
พล.ต.อ. กวี สุภานันท์,กรรมการอิสระ,global
นาง ทิพยสุดา ถาวรามร,ประธานกรรมการ,glocon
น.ส. หลุยส์ เตชะอุบล,"ประธานกรรมการบริหาร,กรรมการ",glocon
นาย นพพร ภัทรรุจี,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",glocon
นาง สุพร วัธนเวคิน,รองประธานกรรมการ,glocon
น.ส. อัจฉราวรรณ เจียรธนพร,กรรมการ,glocon
นางสาว ศันสนีย์ วชิรพงศ์,กรรมการ,glocon
นาย อนันต์ สิริแสงทักษิณ,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",glocon
นาย ชัยรัตน์ เบ็ญจะมโน,"กรรมการอิสระ,กรรมการตรวจสอบ",glocon
นาย อิทธินันท์ สุวรรณจูฑะ,"กรรมการอิสระ,กรรมการตรวจสอบ",glocon
นาย ยุทธ วรฉัตรธาร,"ประธานกรรมการ,กรรมการอิสระ",gpi
นาย ปราจิน เอี่ยมลำเนา,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",gpi
นาย จาตุรนต์ โกมลมิศร์,กรรมการ,gpi
นาง รุจิโรจ เอี่ยมลำเนา,กรรมการ,gpi
นาย อโณทัย เอี่ยมลำเนา,กรรมการ,gpi
นาย พีระพงศ์ เอี่ยมลำเนา,กรรมการ,gpi
พลเอก สุรพันธ์ พุ่มแก้ว,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gpi
นาย กนกพันธุ์ จุลเกษม,"กรรมการอิสระ,กรรมการตรวจสอบ",gpi
นาย ธรรศ อุดมธรรมภักดี,"กรรมการอิสระ,กรรมการตรวจสอบ",gpi
นาย ไพรินทร์ ชูโชติถาวร,"ประธานกรรมการ,กรรมการอิสระ",gpsc
นาย วรวัฒน์ พิทยศิริ,"ประธานเจ้าหน้าที่บริหารและกรรมการผู้จัดการใหญ่,กรรมการ",gpsc
นาย นพดล ปิ่นสุภา,กรรมการ,gpsc
นาย อธิคม เติบศิริ,กรรมการ,gpsc
นาย วุฒิกร สติฐิต,กรรมการ,gpsc
นาย ลวรณ แสงสนิท,กรรมการ,gpsc
นาย คงกระพัน อินทรแจ้ง,กรรมการ,gpsc
นาย วิรัตน์ เอื้อนฤมิต,กรรมการ,gpsc
นาย คุรุจิต นาครทรรพ,"กรรมการอิสระ,กรรมการตรวจสอบ",gpsc
นาย สันติพงศ์ ธรรมปิยะ,กรรมการอิสระ,gpsc
นาง นิชา หิรัญบูรณะ ธุวธรรม,กรรมการอิสระ,gpsc
นาย เฉลิมพล เพ็ญสูตร,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gpsc
นาย สมชาย มีเสน,"กรรมการอิสระ,กรรมการตรวจสอบ",gpsc
นาย ปกรณ์ อาภาพันธุ์,กรรมการอิสระ,gpsc
นาย ไพบูลย์ ดำรงชัยธรรม,ประธานกรรมการบริษัท,grammy
น.ส. บุษบา ดาวเรือง,"ประธานเจ้าหน้าที่บริหารกลุ่ม,รองประธานกรรมการบริษัท",grammy
น.ส. สุวิมล จึงโชติกะพิศิฐ,กรรมการ,grammy
นาย ภาวิต จิตรกร,กรรมการ,grammy
นาย ฟ้าใหม่ ดำรงชัยธรรม,กรรมการ,grammy
นาย นริศ ชัยสูตร,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",grammy
นาย สุวิทย์ มาไพศาลสิน,"กรรมการอิสระ,กรรมการตรวจสอบ",grammy
นาย ชนิตร ชาญชัยณรงค์,"กรรมการอิสระ,กรรมการตรวจสอบ",grammy
นาย สัญญาลักษณ์ ชัยขจรวัฒน์,"กรรมการอิสระ,กรรมการตรวจสอบ",grammy
นาย วิชัย ทองแตง,"ประธานกรรมการ,กรรมการอิสระ",grand
นาย พิจิตต รัตตกุล,"ประธานกรรมการบริหาร,รองประธานกรรมการ",grand
นาย ศานิต อรรถญาณสกุล,กรรมการ,grand
นาย วิทวัส วิภากุล,กรรมการ,grand
น.ส. วิลาวัณย์ เหลืองนาคทองดี,กรรมการ,grand
นาย สุรเดช นฤหล้า,กรรมการ,grand
นาย อมรินทร์ นฤหล้า,กรรมการ,grand
นาย โลธ่าร์ ริชาร์ด เพอห์,กรรมการ,grand
นาย พรชัย กิตติปัญญางาม,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",grand
นาย ชัยวัฒน์ อุทัยวรรณ์,"กรรมการอิสระ,กรรมการตรวจสอบ",grand
นาย บุญรักษ์ ยอดเพชร,"กรรมการอิสระ,กรรมการตรวจสอบ",grand
นาย ชัยสิทธิ์ วิริยะเมตตากุล,"ประธานกรรมการบริษัท,ประธานกรรมการบริหาร",green
นาย พิพัทธ์ วิริยะเมตตากุล,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",green
พล.ต.ต. สหัสชัย อินทรสุขศรี,รองประธานกรรมการ,green
นาง ภวัญญา กฤตชาติ,กรรมการ,green
นาย อภิชาติ ศิวโมกษ์,กรรมการ,green
นาย พรเทพ ธัญญพงศ์ชัย,กรรมการ,green
นาย สมควร มูสิกอินทร์,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",green
นาย วิรัต จันทร์ศิริวัฒนา,"กรรมการอิสระ,กรรมการตรวจสอบ",green
นาย พีระพงศ์ พิตรพิบูลพาทิศ,"กรรมการอิสระ,กรรมการตรวจสอบ",green
นาย เฉลิมพงษ์ มหาวาณิชย์วงศ์,ประธานกรรมการบริษัท,gsc
น.ส. ปุณฑรีก์ อิศรางกูร ณ อยุธยา,"ประธานเจ้าหน้าที่บริหาร,กรรมการ",gsc
นาย ฉัฐภูมิ ขันติวิริยะ,กรรมการ,gsc
น.ส. ณัฐวี อัจฉริยะสมบัติ,กรรมการ,gsc
นาย ภวินท์ คุณาดิเรกวงศ์,กรรมการ,gsc
เรืออากาศเอก สุเชษฐ์ สุนทรเวช,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gsc
นาย ธีรยุทธ เหรียญชัยยุทธ,"กรรมการอิสระ,กรรมการตรวจสอบ",gsc
นาย ปรภต นันทวิทยา,กรรมการตรวจสอบ,gsc
นาย คริสโตเฟอร์ ไมเคิล เน็คสัน,"ประธานกรรมการ,กรรมการอิสระ,กรรมการตรวจสอบ",gsteel
นาย บัณฑูรย์ จุ้ยเจริญ,"ประธานคณะบริหาร,ประธานเจ้าหน้าที่บริหาร,กรรมการ",gsteel
คุณหญิง ปัทมา ลีสวัสดิ์ตระกูล,กรรมการ,gsteel
น.ส. กรรณิการ์ ยมจินดา,กรรมการ,gsteel
นาย โนบุโอะ โอโคจิ,กรรมการ,gsteel
นาย อิจิโร่ ซาโต้,กรรมการ,gsteel
นาย เคนอิจิ โฮชิ,กรรมการ,gsteel
นาย จง หยวน หลี,"กรรมการอิสระ,ประธานกรรมการตรวจสอบ",gsteel
